locus	description	name
PA5115	conserved hypothetical protein	PA5115
PA5116	probable transcriptional regulator	PA5116
PA5117	regulatory protein TypA	typA
PA5118	thiazole biosynthesis protein ThiI	thiI
PA5119	glutamine synthetase	glnA
PA5120	hypothetical protein	PA5120
PA5121	hypothetical protein	PA5121
PA5122	hypothetical protein	PA5122
PA5123	hypothetical protein	PA5123
PA5124	two-component sensor NtrB	ntrB
PA5125	two-component response regulator NtrC	ntrC
PA5126	hypothetical protein	PA5126
PA5127	probable rRNA methylase	PA5127
PA5128	secretion protein SecB	secB
PA5129	GrxC	grxC
PA5130	conserved hypothetical protein	PA5130
PA5131	phosphoglycerate mutase	pgm
PA5132	hypothetical protein	PA5132
PA5133	conserved hypothetical protein	PA5133
PA5134	carboxyl-terminal processing protease, CtpA	ctpA
PA5135	conserved hypothetical protein	PA5135
PA5136	hypothetical protein	PA5136
PA5137	hypothetical protein	PA5137
PA5138	hypothetical protein	PA5138
PA5139	hypothetical protein	PA5139
PA5140	imidazoleglycerol-phosphate synthase, cyclase subunit	hisF1
PA5141	phosphoribosylformimino-5-aminoimidazole carboxamide	hisA
PA5142	glutamine amidotransferase	hisH1
PA5143	imidazoleglycerol-phosphate dehydratase	hisB
PA5144	hypothetical protein	PA5144
PA5145	hypothetical protein	PA5145
PA5146	hypothetical protein	PA5146
PA5147	A / G specific adenine glycosylase	mutY
PA5148	conserved hypothetical protein	PA5148
PA5149	conserved hypothetical protein	PA5149
PA5150	probable short-chain dehydrogenase	PA5150
PA5151	hypothetical protein	PA5151
PA5152	probable ATP-binding component of ABC transporter	PA5152
PA5153	amino acid (lysine/arginine/ornithine/histidine/octopine) ABC transporter periplasmic binding protein	PA5153
PA5154	probable permease of ABC transporter	PA5154
PA5155	amino acid (lysine/arginine/ornithine/histidine/octopine) ABC transporter membrane protein	PA5155
PA5156	hypothetical protein	PA5156
PA5157	probable transcriptional regulator	PA5157
PA5158	probable outer membrane protein precursor	PA5158
PA5159	multidrug resistance protein	PA5159
PA5160	drug efflux transporter	PA5160
PA5161	dTDP-D-glucose 4,6-dehydratase	rmlB
PA5162	dTDP-4-dehydrorhamnose reductase	rmlD
PA5163	glucose-1-phosphate thymidylyltransferase	rmlA
PA5164	dTDP-4-dehydrorhamnose 3,5-epimerase	rmlC
PA5165	DctB	dctB
PA5166	DctD	dctD
PA5167	DctP	dctP
PA5168	DctQ	dctQ
PA5169	DctM	dctM
PA5170	arginine/ornithine antiporter	arcD
PA5171	arginine deiminase	arcA
PA5172	ornithine carbamoyltransferase, catabolic	arcB
PA5173	carbamate kinase	arcC
PA5174	probable beta-ketoacyl synthase	PA5174
PA5175	3,5-bisphosphate nucleotidase CysQ	cysQ
PA5176	conserved hypothetical protein	PA5176
PA5177	probable hydrolase	PA5177
PA5178	conserved hypothetical protein	PA5178
PA5179	probable transcriptional regulator	PA5179
PA5180	conserved hypothetical protein	PA5180
PA5181	probable oxidoreductase	PA5181
PA5182	hypothetical protein	PA5182
PA5183	hypothetical protein	PA5183
PA5183.1	RsmN	rsmN
PA5184	hypothetical protein	PA5184
PA5185	conserved hypothetical protein	PA5185
PA5186	probable iron-containing alcohol dehydrogenase	PA5186
PA5187	probable acyl-CoA dehydrogenase	PA5187
PA5188	probable 3-hydroxyacyl-CoA dehydrogenase	PA5188
PA5189	probable transcriptional regulator	PA5189
PA5190	NAD(P)H quinone oxidoreductase	PA5190
PA5191	hypothetical protein	PA5191
PA5192	phosphoenolpyruvate carboxykinase	pckA
PA5193	heat shock protein HSP33	yrfI
PA5194	hypothetical protein	PA5194
PA5195	probable heat shock protein	PA5195
PA5196	hypothetical protein	PA5196
PA5197	ribosomal protein S6 modification protein	rimK
PA5198	LD-carboxypeptidase	PA5198
PA5199	AmgS	amgS
PA5200	AmgR	amgR
PA5201	conserved hypothetical protein	PA5201
PA5202	hypothetical protein	PA5202
PA5203	glutamate--cysteine ligase	gshA
PA5204	N-acetylglutamate synthase	argA
PA5205	conserved hypothetical protein	PA5205
PA5206	acetylornithine deacetylase	argE
PA5207	probable phosphate transporter	PA5207
PA5208	conserved hypothetical protein	PA5208
PA5209	hypothetical protein	PA5209
PA5210	probable secretion pathway ATPase	PA5210
PA5211	conserved hypothetical protein	PA5211
PA5212	hypothetical protein	PA5212
PA5213	glycine cleavage system protein P1	gcvP1
PA5214	glycine cleavage system protein H1	gcvH1
PA5215	glycine-cleavage system protein T1	gcvT1
PA5216	probable permease of ABC iron transporter	PA5216
PA5217	probable binding protein component of ABC iron transporter	PA5217
PA5218	probable transcriptional regulator	PA5218
PA5219	hypothetical protein	PA5219
PA5220	hypothetical protein	PA5220
PA5221	probable FAD-dependent monooxygenase	PA5221
PA5222	hypothetical protein	PA5222
PA5223	ubiH protein	ubiH
PA5224	aminopeptidase P	pepP
PA5225	hypothetical protein	PA5225
PA5226	hypothetical protein	PA5226
PA5227	conserved hypothetical protein	PA5227
PA5228	conserved hypothetical protein	PA5228
PA5229	conserved hypothetical protein	PA5229
PA5230	probable permease of ABC transporter	PA5230
PA5231	probable ATP-binding/permease fusion ABC transporter	PA5231
PA5232	conserved hypothetical protein	PA5232
PA5233	hypothetical protein	PA5233
PA5234	probable oxidoreductase	PA5234
PA5235	glycerol-3-phosphate transporter	glpT
PA5236	probable aromatic hydrocarbon reductase	PA5236
PA5237	conserved hypothetical protein	PA5237
PA5238	probable O-antigen acetylase	PA5238
PA5239	transcription termination factor Rho	rho
PA5240	thioredoxin	trxA
PA5241	exopolyphosphatase	ppx
PA5242	polyphosphate kinase	ppk
PA5243	delta-aminolevulinic acid dehydratase	hemB
PA5244	conserved hypothetical protein	PA5244
PA5245	conserved hypothetical protein	PA5245
PA5246	conserved hypothetical protein	PA5246
PA5247	conserved hypothetical protein	PA5247
PA5248	hypothetical protein	PA5248
PA5249	hypothetical protein	PA5249
PA5250	conserved hypothetical protein	PA5250
PA5251	hypothetical protein	PA5251
PA5252	probable ATP-binding component of ABC transporter	PA5252
PA5253	alginate regulatory protein AlgP	algP
PA5254	probable peptidyl-prolyl cis-trans isomerase, FkbP-type	PA5254
PA5255	Alginate regulatory protein AlgQ	algQ
PA5256	disulfide bond formation protein	dsbH
PA5257	hypothetical protein	PA5257
PA5258	hypothetical protein	PA5258
PA5259	uroporphyrinogen-III synthetase	hemD
PA5260	porphobilinogen deaminase	hemC
PA5261	alginate biosynthesis regulatory protein AlgR	algR
PA5262	FimS	fimS
PA5263	argininosuccinate lyase	argH
PA5264	hypothetical protein	PA5264
PA5265	hypothetical protein	PA5265
PA5266	VgrG6	vgrG6
PA5267	secreted protein Hcp	hcpB
PA5268	magnesium/cobalt transport protein	corA
PA5269	hypothetical protein	PA5269
PA5270	hypothetical protein	PA5270
PA5271	hypothetical protein	PA5271
PA5272	adenylate cyclase	cyaA
PA5273	hypothetical protein	PA5273
PA5274	nucleoside diphosphate kinase regulator	rnk
PA5275	conserved hypothetical protein	PA5275
PA5276	Lipopeptide LppL precursor	lppL
PA5277	diaminopimelate decarboxylase	lysA
PA5278	diaminopimelate epimerase	dapF
PA5279	conserved hypothetical protein	PA5279
PA5280	site-specific recombinase Sss	sss
PA5281	probable hydrolase	PA5281
PA5282	probable major facilitator superfamily (MFS) transporter	PA5282
PA5283	probable transcriptional regulator	PA5283
PA5284	hypothetical protein	PA5284
PA5285	SutA	sutA
PA5286	conserved hypothetical protein	PA5286
PA5287	ammonium transporter AmtB	amtB
PA5288	nitrogen regulatory protein P-II 2	glnK
PA5289	hypothetical protein	PA5289
PA5290	conserved hypothetical protein	PA5290
PA5291	BetT2	betT2
PA5292	phosphorylcholine phosphatase	pchP
PA5293	probable transcriptional regulator	PA5293
PA5294	putative multidrug efflux pump	PA5294
PA5295	hypothetical protein	PA5295
PA5296	ATP-dependent DNA helicase Rep	rep
PA5297	pyruvate dehydrogenase (cytochrome)	poxB
PA5298	xanthine phosphoribosyltransferase	PA5298
PA5299	hypothetical protein	PA5299
PA5300	cytochrome c5	cycB
PA5301	PauR	pauR
PA5302	catabolic alanine racemase	dadX
PA5303	conserved hypothetical protein	PA5303
PA5304	D-amino acid dehydrogenase, small subunit	dadA
PA5305	conserved hypothetical protein	PA5305
PA5306	conserved hypothetical protein	PA5306
PA5307	hypothetical protein	PA5307
PA5308	leucine-responsive regulatory protein	lrp
PA5309	FAD-dependent oxidoreductase	pauB4
PA5310	conserved hypothetical protein	PA5310
PA5311	probable major facilitator superfamily (MFS) transporter	PA5311
PA5312	Aldehyde dehydrogenase	pauC
PA5313	Transaminase	gabT2
PA5314	hypothetical protein	PA5314
PA5315	50S ribosomal protein L33	rpmG
PA5316	50S ribosomal protein L28	rpmB
PA5317	probable binding protein component of ABC dipeptide transporter	dppA5
PA5318	hypothetical protein	PA5318
PA5319	DNA repair protein RadC	radC
PA5320	Phosphopantothenoylcysteine synthase/(R)-4'-phospho-N-pantothenoylcysteine decarboxylase	coaC
PA5321	deoxyuridine 5'-triphosphate nucleotidohydrolase	dut
PA5322	phosphomannomutase AlgC	algC
PA5323	acetylglutamate kinase	argB
PA5324	Sphingosine-responsive Regulator, SphR	sphR
PA5325	SphA	sphA
PA5326	SphD	sphD
PA5327	SphC	sphC
PA5328	SphB	sphB
PA5329	conserved hypothetical protein	PA5329
PA5330	hypothetical protein	PA5330
PA5331	orotate phosphoribosyltransferase	pyrE
PA5332	catabolite repression control protein	crc
PA5333	conserved hypothetical protein	PA5333
PA5334	ribonuclease PH	rph
PA5335	conserved hypothetical protein	PA5335
PA5336	guanylate kinase	gmk
PA5337	RNA polymerase omega subunit	rpoZ
PA5338	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	spoT
PA5339	conserved hypothetical protein	PA5339
PA5340	hypothetical protein	PA5340
PA5341	hypothetical protein	PA5341
PA5342	probable transcriptional regulator	PA5342
PA5343	hypothetical protein	PA5343
PA5344	OxyR	oxyR
PA5345	ATP-dependent DNA helicase RecG	recG
PA5346	SadB	sadB
PA5347	hypothetical protein	PA5347
PA5348	probable DNA-binding protein	PA5348
PA5349	rubredoxin reductase	rubB
PA5350	Rubredoxin 2	rubA2
PA5351	Rubredoxin 1	rubA1
PA5352	conserved hypothetical protein	PA5352
PA5353	glycolate oxidase subunit GlcF	glcF
PA5354	glycolate oxidase subunit GlcE	glcE
PA5355	glycolate oxidase subunit GlcD	glcD
PA5356	transcriptional regulator GlcC	glcC
PA5357	hypothetical protein	PA5357
PA5358	4-hydroxybenzoate-octaprenyl transferase	ubiA
PA5359	hypothetical protein	PA5359
PA5360	two-component response regulator PhoB	phoB
PA5361	two-component sensor PhoR	phoR
PA5362	conserved hypothetical protein	PA5362
PA5363	hypothetical protein	PA5363
PA5364	probable two-component response regulator	PA5364
PA5365	phosphate uptake regulatory protein PhoU	phoU
PA5366	ATP-binding component of ABC phosphate transporter	pstB
PA5367	membrane protein component of ABC phosphate transporter	pstA
PA5368	membrane protein component of ABC phosphate transporter	pstC
PA5369	phosphate ABC transporter, periplasmic phosphate-binding protein, PstS	pstS
PA5370	probable major facilitator superfamily (MFS) transporter	PA5370
PA5371	conserved hypothetical protein	PA5371
PA5372	choline dehydrogenase	betA
PA5373	betaine aldehyde dehydrogenase	betB
PA5374	transcriptional regulator BetI	betI
PA5375	BetT1	betT1
PA5376	CbcV	cbcV
PA5377	CbcW	cbcW
PA5378	CbcX	cbcX
PA5379	L-serine dehydratase	sdaB
PA5380	GbdR	gbdR
PA5381	hypothetical protein	PA5381
PA5382	probable transcriptional regulator	PA5382
PA5383	conserved hypothetical protein	PA5383
PA5384	HocS	hocS
PA5385	CdhB, Carnitine dehydrogenase-related gene B	cdhB
PA5386	CdhA, Carnitine dehydrogenase	cdhA
PA5387	CdhC, Carnitine dehydrogenase-related gene C	cdhC
PA5388	CaiX	caiX
PA5389	CdhR, transcriptional regulator	cdhR
PA5390	probable peptidic bond hydrolase	PA5390
PA5391	hypothetical protein	PA5391
PA5392	conserved hypothetical protein	PA5392
PA5393	conserved hypothetical protein	PA5393
PA5394	cardiolipin synthase	cls
PA5395	conserved hypothetical protein	PA5395
PA5396	hypothetical protein	PA5396
PA5397	hypothetical protein	PA5397
PA5398	DgcA, Dimethylglycine catabolism	dgcA
PA5399	DgcB, Dimethylglycine catabolism	dgcB
PA5400	probable electron transfer flavoprotein alpha subunit	PA5400
PA5401	hypothetical protein	PA5401
PA5402	hypothetical protein	PA5402
PA5403	probable transcriptional regulator	PA5403
PA5404	hypothetical protein	PA5404
PA5405	hypothetical protein	PA5405
PA5406	hypothetical protein	PA5406
PA5407	hypothetical protein	PA5407
PA5408	hypothetical protein	PA5408
PA5409	hypothetical protein	PA5409
PA5410	GbcA	gbcA
PA5411	GbcB	gbcB
PA5412	hypothetical protein	PA5412
PA5413	low specificity l-threonine aldolase	ltaA
PA5414	hypothetical protein	PA5414
PA5415	serine hydroxymethyltransferase	glyA1
PA5416	sarcosine oxidase beta subunit	soxB
PA5417	sarcosine oxidase delta subunit	soxD
PA5418	sarcosine oxidase alpha subunit	soxA
PA5419	sarcosine oxidase gamma subunit	soxG
PA5420	formyltetrahydrofolate deformylase	purU2
PA5421	glutathione-independent formaldehyde dehydrogenase	fdhA
PA5422	hypothetical protein	PA5422
PA5423	hypothetical protein	PA5423
PA5424	conserved hypothetical protein	PA5424
PA5425	phosphoribosylaminoimidazole carboxylase	purK
PA5426	phosphoribosylaminoimidazole carboxylase, catalytic subunit	purE
PA5427	alcohol dehydrogenase	adhA
PA5428	probable transcriptional regulator	PA5428
PA5429	aspartate ammonia-lyase	aspA
PA5430	hypothetical protein	PA5430
PA5431	probable transcriptional regulator	PA5431
PA5432	probable acetyltransferase	PA5432
PA5433	conserved hypothetical protein	PA5433
PA5434	tryptophan permease	mtr
PA5435	probable transcarboxylase subunit	PA5435
PA5436	probable biotin carboxylase subunit of a transcarboxylase	PA5436
PA5437	probable transcriptional regulator	PA5437
PA5438	probable transcriptional regulator	PA5438
PA5439	probable glucose-6-phosphate dehydrogenase	PA5439
PA5440	probable peptidase	PA5440
PA5441	hypothetical protein	PA5441
PA5442	conserved hypothetical protein	PA5442
PA5443	DNA helicase II	uvrD
PA5444	conserved hypothetical protein	PA5444
PA5445	probable coenzyme A transferase	PA5445
PA5446	hypothetical protein	PA5446
PA5447	glycosyltransferase WbpZ	wbpZ
PA5448	glycosyltransferase WbpY	wbpY
PA5449	glycosyltransferase WbpX	wbpX
PA5450	ABC subunit of A-band LPS efflux transporter	wzt
PA5451	membrane subunit of A-band LPS efflux transporter	wzm
PA5452	phosphomannose isomerase/GDP-mannose WbpW	wbpW
PA5453	GDP-mannose 4,6-dehydratase	gmd
PA5454	oxidoreductase Rmd	rmd
PA5455	putative glycosyltransferase	PA5455
PA5456	putative glycosyltransferase	PA5456
PA5457	methyltransferase	PA5457
PA5458	putative acetyltransferase	PA5458
PA5459	putative methyltransferase	PA5459
PA5460	hypothetical protein	PA5460
PA5461	hypothetical protein	PA5461
PA5462	hypothetical protein	PA5462
PA5463	hypothetical protein	PA5463
PA5464	hypothetical protein	PA5464
PA5465	hypothetical protein	PA5465
PA5466	hypothetical protein	PA5466
PA5467	hypothetical protein	PA5467
PA5468	probable citrate transporter	PA5468
PA5469	conserved hypothetical protein	PA5469
PA5470	probable peptide chain release factor	PA5470
PA5471	ArmZ	armZ
PA5471.1	PA5471 leader peptide	PA5471.1
PA5472	hypothetical protein	PA5472
PA5473	conserved hypothetical protein	PA5473
PA5474	probable metalloprotease	PA5474
PA5475	hypothetical protein	PA5475
PA5476	citrate transporter	citA
PA5477	hypothetical protein	PA5477
PA5478	conserved hypothetical protein	PA5478
PA5479	proton-glutamate symporter	gltP
PA5480	hypothetical protein	PA5480
PA5481	hypothetical protein	PA5481
PA5482	hypothetical protein	PA5482
PA5483	two-component response regulator AlgB	algB
PA5484	KinB	kinB
PA5485	AmpDh2	ampDh2
PA5486	conserved hypothetical protein	PA5486
PA5487	hypothetical protein	PA5487
PA5488	hypothetical protein	PA5488
PA5489	thiol:disulfide interchange protein DsbA	dsbA
PA5490	cytochrome c4 precursor	cc4
PA5491	probable cytochrome	PA5491
PA5492	conserved hypothetical protein	PA5492
PA5493	DNA polymerase I	polA
PA5494	hypothetical protein	PA5494
PA5495	homoserine kinase	thrB
PA5496	class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJb	nrdJb
PA5497	class II (cobalamin-dependent) ribonucleotide-diphosphate reductase subunit, NrdJa	nrdJa
PA5498	ZnuA	znuA
PA5499	zinc uptake regulator, Zur	zur
PA5500	zinc transport protein ZnuC	znuC
PA5501	permease of ABC zinc transporter ZnuB	znuB
PA5502	hypothetical protein	PA5502
PA5503	probable ATP-binding component of ABC transporter	PA5503
PA5504	D-methionine ABC transporter membrane protein	PA5504
PA5505	probable TonB-dependent receptor	PA5505
PA5506	hypothetical protein	PA5506
PA5507	hypothetical protein	PA5507
PA5508	Glutamylpolyamine synthetase homologue	pauA7
PA5509	hypothetical protein	PA5509
PA5510	probable transporter	PA5510
PA5511	MifR	mifR
PA5512	MifS	mifS
PA5513	hypothetical protein	poxA
PA5514	probable beta-lactamase	PA5514
PA5515	hypothetical protein	PA5515
PA5516	pyridoxamine kinase	pdxY
PA5517	conserved hypothetical protein	PA5517
PA5518	probable potassium efflux transporter	PA5518
PA5519	conserved hypothetical protein	PA5519
PA5520	hypothetical protein	PA5520
PA5521	probable short-chain dehydrogenase	PA5521
PA5522	Glutamylpolyamine synthetase	pauA6
PA5523	probable aminotransferase	PA5523
PA5524	probable short-chain dehydrogenase	PA5524
PA5525	probable transcriptional regulator	PA5525
PA5526	hypothetical protein	PA5526
PA5527	hypothetical protein	PA5527
PA5528	hypothetical protein	PA5528
PA5529	probable sodium/proton antiporter	PA5529
PA5530	C5-dicarboxylate transporter	PA5530
PA5531	TonB1	tonB1
PA5532	hypothetical protein	PA5532
PA5533	hypothetical protein	PA5533
PA5534	hypothetical protein	PA5534
PA5535	conserved hypothetical protein	PA5535
PA5536	DksA2	dksA2
PA5537	hypothetical protein	PA5537
PA5538	N-acetylmuramoyl-L-alanine amidase	amiA
PA5539	hypothetical protein	PA5539
PA5540	hypothetical protein	PA5540
PA5541	dihydroorotase	pyrQ
PA5542	Pseudomonas imipenem beta-lactamase PIB-1	PA5542
PA5543	hypothetical protein	PA5543
PA5544	conserved hypothetical protein	PA5544
PA5545	conserved hypothetical protein	PA5545
PA5546	conserved hypothetical protein	PA5546
PA5547	conserved hypothetical protein	PA5547
PA5548	probable major facilitator superfamily (MFS) transporter	PA5548
PA5549	glucosamine--fructose-6-phosphate aminotransferase	glmS
PA5550	GlmR transcriptional regulator	glmR
